コード,全国，都道府県，市区町村,総数,男,女
30322,（旧：粉河町）,"11,723","5,470","6,253"
30323,（旧：那賀町）,"6,450","3,015","3,435"
30324,（旧：桃山町）,"6,591","3,091","3,500"
30325,（旧：貴志川町）,"18,521","8,840","9,681"
30209,岩出市,"53,967","25,969","27,998"
30326,（旧：岩出町）,"53,967","25,969","27,998"
30304,紀美野町,"8,256","3,796","4,460"
30302,（旧：野上町）,"5,795","2,663","3,132"
30303,（旧：美里町）,"2,461","1,133","1,328"
30341,かつらぎ町,"15,967","7,428","8,539"
3034B,（旧：かつらぎ町）,"15,721","7,319","8,402"
30345,（旧：花園村）,246,109,137
30343,九度山町,"3,856","1,782","2,074"
30344,高野町,"2,970","1,499","1,471"
30361,湯浅町,"11,122","5,196","5,926"
30362,広川町,"6,781","3,195","3,586"
30366,有田川町,"25,258","11,953","13,305"
30363,（旧：吉備町）,"16,199","7,762","8,437"
30364,（旧：金屋町）,"6,530","3,033","3,497"
30365,（旧：清水町）,"2,529","1,158","1,371"
30381,美浜町,"6,867","3,217","3,650"
30382,日高町,"7,673","3,657","4,016"
30383,由良町,"5,364","2,685","2,679"
30390,印南町,"7,720","3,660","4,060"
30391,みなべ町,"11,818","5,608","6,210"
30388,（旧：南部川村）,"4,949","2,359","2,590"
30389,（旧：南部町）,"6,869","3,249","3,620"
30392,日高川町,"9,219","4,449","4,770"
30384,（旧：川辺町）,"6,145","2,996","3,149"
30385,（旧：中津村）,"1,723",827,896
30386,（旧：美山村）,"1,351",626,725
30401,白浜町,"20,262","9,440","10,822"
3040B,（旧：白浜町）,"17,337","8,072","9,265"
30405,（旧：日置川町）,"2,925","1,368","1,557"
30404,上富田町,"15,236","7,246","7,990"
30406,すさみ町,"3,685","1,747","1,938"
30421,那智勝浦町,"14,137","6,531","7,606"
30422,太地町,"2,791","1,229","1,562"
30424,古座川町,"2,480","1,130","1,350"
30427,北山村,404,183,221
30428,串本町,"14,959","7,140","7,819"
30407,（旧：串本町）,"11,142","5,353","5,789"
30423,（旧：古座町）,"3,817","1,787","2,030"
31000,鳥取県,"553,407","264,432","288,975"
31201,鳥取市,"188,465","91,356","97,109"
3120B,（旧：鳥取市）,"149,312","72,679","76,633"
31301,（旧：国府町）,"8,219","3,855","4,364"
31303,（旧：福部村）,"2,727","1,320","1,407"
31323,（旧：河原町）,"6,372","3,050","3,322"
31326,（旧：用瀬町）,"3,195","1,512","1,683"
31327,（旧：佐治村）,"1,624",778,846
31341,（旧：気高町）,"8,037","3,858","4,179"
31342,（旧：鹿野町）,"3,618","1,740","1,878"
31343,（旧：青谷町）,"5,361","2,564","2,797"
31202,米子市,"147,317","69,740","77,577"
3120C,（旧：米子市）,"137,760","65,210","72,550"
31385,（旧：淀江町）,"9,557","4,530","5,027"
31203,倉吉市,"46,485","21,840","24,645"
3120D,（旧：倉吉市）,"43,309","20,318","22,991"
31365,（旧：関金町）,"3,176","1,522","1,654"
31204,境港市,"32,740","15,775","16,965"
31302,岩美町,"10,799","5,178","5,621"
31325,若桜町,"2,864","1,355","1,509"
31328,智頭町,"6,427","3,005","3,422"
31329,八頭町,"15,937","7,611","8,326"
31321,（旧：郡家町）,"8,967","4,251","4,716"
31322,（旧：船岡町）,"3,321","1,574","1,747"
31324,（旧：八東町）,"3,649","1,786","1,863"
31364,三朝町,"6,060","2,875","3,185"
31370,湯梨浜町,"16,055","7,657","8,398"
31361,（旧：羽合町）,"8,476","4,036","4,440"
31362,（旧：泊村）,"2,281","1,087","1,194"
31363,（旧：東郷町）,"5,298","2,534","2,764"
31371,琴浦町,"16,365","7,682","8,683"
31368,（旧：東伯町）,"10,001","4,648","5,353"
31369,（旧：赤碕町）,"6,364","3,034","3,330"
31372,北栄町,"14,228","6,818","7,410"
31366,（旧：北条町）,"7,079","3,344","3,735"
31367,（旧：大栄町）,"7,149","3,474","3,675"
31384,日吉津村,"3,501","1,628","1,873"
31386,大山町,"15,370","7,390","7,980"
3138B,（旧：大山町）,"5,566","2,698","2,868"
31387,（旧：名和町）,"5,826","2,744","3,082"
31388,（旧：中山町）,"3,978","1,948","2,030"
31389,南部町,"10,323","4,925","5,398"
31381,（旧：西伯町）,"7,017","3,336","3,681"
31382,（旧：会見町）,"3,306","1,589","1,717"
31390,伯耆町,"10,696","5,051","5,645"
31383,（旧：岸本町）,"6,968","3,282","3,686"
31404,（旧：溝口町）,"3,728","1,769","1,959"
31401,日南町,"4,196","1,982","2,214"
31402,日野町,"2,907","1,323","1,584"
31403,江府町,"2,672","1,241","1,431"
32000,島根県,"671,126","324,291","346,835"
32201,松江市,"203,616","98,544","105,072"
3220B,（旧：松江市）,"148,631","71,905","76,726"
32301,（旧：鹿島町）,"6,056","3,068","2,988"
32302,（旧：島根町）,"3,079","1,476","1,603"
32303,（旧：美保関町）,"4,566","2,207","2,359"
32304,（旧：東出雲町）,"15,578","7,536","8,042"
32305,（旧：八雲村）,"6,516","3,156","3,360"
32306,（旧：玉湯町）,"7,015","3,339","3,676"
32307,（旧：宍道町）,"8,382","4,024","4,358"
32308,（旧：八束町）,"3,793","1,833","1,960"
32202,浜田市,"54,592","27,298","27,294"
3220C,（旧：浜田市）,"39,370","19,131","20,239"
32462,（旧：金城町）,"4,088","1,930","2,158"
32463,（旧：旭町）,"3,510","2,215","1,295"
32464,（旧：弥栄村）,"1,168",547,621
32465,（旧：三隅町）,"6,456","3,475","2,981"
32203,出雲市,"172,775","83,469","89,306"
3220D,（旧：出雲市）,"94,985","45,807","49,178"
32208,（旧：平田市）,"23,625","11,402","12,223"
32401,（旧：斐川町）,"29,042","14,304","14,738"
32402,（旧：佐田町）,"2,988","1,479","1,509"
32403,（旧：多伎町）,"3,202","1,540","1,662"
32404,（旧：湖陵町）,"5,017","2,380","2,637"
32405,（旧：大社町）,"13,916","6,557","7,359"
32204,益田市,"45,003","21,355","23,648"
3220E,（旧：益田市）,"42,367","20,115","22,252"
32481,（旧：美都町）,"1,699",796,903
32482,（旧：匹見町）,937,444,493
32205,大田市,"32,846","15,742","17,104"
3220F,（旧：大田市）,"26,804","12,851","13,953"
32421,（旧：温泉津町）,"2,495","1,212","1,283"
32422,（旧：仁摩町）,"3,547","1,679","1,868"
32206,安来市,"37,062","17,743","19,319"
3220G,（旧：安来市）,"26,406","12,637","13,769"
32321,（旧：広瀬町）,"6,469","3,070","3,399"
32322,（旧：伯太町）,"4,187","2,036","2,151"
32207,江津市,"22,959","10,890","12,069"
3220H,（旧：江津市）,"20,637","9,830","10,807"
32447,（旧：桜江町）,"2,322","1,060","1,262"
32209,雲南市,"36,007","17,316","18,691"
32361,（旧：大東町）,"11,432","5,541","5,891"
32362,（旧：加茂町）,"5,598","2,691","2,907"
32363,（旧：木次町）,"8,174","3,924","4,250"
32381,（旧：三刀屋町）,"6,746","3,220","3,526"
32382,（旧：吉田村）,"1,511",719,792
32383,（旧：掛合町）,"2,546","1,221","1,325"
32343,奥出雲町,"11,849","5,705","6,144"
32341,（旧：仁多町）,"6,335","3,052","3,283"
32342,（旧：横田町）,"5,514","2,653","2,861"
32386,飯南町,"4,577","2,157","2,420"
32384,（旧：頓原町）,"2,017",934,"1,083"
32385,（旧：赤来町）,"2,560","1,223","1,337"
32441,川本町,"3,248","1,556","1,692"
32448,美郷町,"4,355","2,080","2,275"
32442,（旧：邑智町）,"3,023","1,469","1,554"
32443,（旧：大和村）,"1,332",611,721
32449,邑南町,"10,163","4,874","5,289"
32444,（旧：羽須美村）,"1,232",581,651
32445,（旧：瑞穂町）,"3,959","1,870","2,089"
32446,（旧：石見町）,"4,972","2,423","2,549"
32501,津和野町,"6,875","3,221","3,654"
3250B,（旧：津和野町）,"3,880","1,817","2,063"
32502,（旧：日原町）,"2,995","1,404","1,591"
32505,吉賀町,"6,077","2,944","3,133"
32503,（旧：柿木村）,"1,352",625,727
32504,（旧：六日市町）,"4,725","2,319","2,406"
32525,海士町,"2,267","1,113","1,154"
32526,西ノ島町,"2,788","1,430","1,358"
32527,知夫村,634,323,311
32528,隠岐の島町,"13,433","6,531","6,902"
32521,（旧：西郷町）,"10,025","4,891","5,134"
32522,（旧：布施村）,308,153,155
32523,（旧：五箇村）,"1,604",766,838
32524,（旧：都万村）,"1,496",721,775
33000,岡山県,"1,888,432","908,045","980,387"
33100,岡山市,"724,691","348,630","376,061"
33201,（旧：岡山市）,"679,952","327,161","352,791"
33301,（旧：御津町）,"8,848","4,360","4,488"
33303,（旧：建部町）,"5,226","2,396","2,830"
33321,（旧：瀬戸町）,"15,627","7,541","8,086"
33401,（旧：灘崎町）,"15,038","7,172","7,866"
33101,岡山市北区,"314,523","153,478","161,045"
33102,岡山市中区,"149,232","70,139","79,093"
33103,岡山市東区,"93,108","44,243","48,865"
33104,岡山市南区,"167,828","80,770","87,058"
33202,倉敷市,"474,592","228,261","246,331"
3320B,（旧：倉敷市）,"448,177","215,486","232,691"
33441,（旧：船穂町）,"7,608","3,626","3,982"
33503,（旧：真備町）,"18,807","9,149","9,658"
33203,津山市,"99,937","48,012","51,925"
3320C,（旧：津山市）,"83,903","40,445","43,458"
33601,（旧：加茂町）,"3,701","1,759","1,942"
33605,（旧：阿波村）,417,194,223
33624,（旧：勝北町）,"5,855","2,776","3,079"
33664,（旧：久米町）,"6,061","2,838","3,223"
33204,玉野市,"56,531","27,437","29,094"
33205,笠岡市,"46,088","21,866","24,222"
33207,井原市,"38,384","18,353","20,031"
3320D,（旧：井原市）,"30,627","14,682","15,945"
33462,（旧：美星町）,"3,710","1,750","1,960"
33481,（旧：芳井町）,"4,047","1,921","2,126"
33208,総社市,"69,030","33,425","35,605"
3320E,（旧：総社市）,"57,948","28,062","29,886"
33427,（旧：山手村）,"5,157","2,503","2,654"
33428,（旧：清音村）,"5,925","2,860","3,065"
33209,高梁市,"29,072","14,225","14,847"
3320F,（旧：高梁市）,"19,016","9,372","9,644"
33521,（旧：有漢町）,"1,966",971,995
33541,（旧：成羽町）,"4,071","1,961","2,110"
33542,（旧：川上町）,"2,426","1,179","1,247"
33543,（旧：備中町）,"1,593",742,851
33210,新見市,"28,079","13,411","14,668"
3321B,（旧：新見市）,"18,697","8,900","9,797"
33561,（旧：大佐町）,"2,673","1,284","1,389"
33562,（旧：神郷町）,"1,631",788,843
33563,（旧：哲多町）,"2,845","1,410","1,435"
33564,（旧：哲西町）,"2,233","1,029","1,204"
33211,備前市,"32,320","15,516","16,804"
3321C,（旧：備前市）,"22,017","10,620","11,397"
33342,（旧：日生町）,"6,214","2,961","3,253"
33344,（旧：吉永町）,"4,089","1,935","2,154"
33212,瀬戸内市,"36,048","17,319","18,729"
33361,（旧：牛窓町）,"5,663","2,610","3,053"
33362,（旧：邑久町）,"18,140","8,794","9,346"
33363,（旧：長船町）,"12,245","5,915","6,330"
33213,赤磐市,"42,661","20,454","22,207"
33322,（旧：山陽町）,"24,175","11,471","12,704"
33323,（旧：赤坂町）,"3,930","1,895","2,035"
33324,（旧：熊山町）,"11,162","5,473","5,689"
33325,（旧：吉井町）,"3,394","1,615","1,779"
33214,真庭市,"42,725","20,397","22,328"
33522,（旧：北房町）,"4,606","2,218","2,388"
33581,（旧：勝山町）,"6,669","3,211","3,458"
33582,（旧：落合町）,"13,164","6,262","6,902"
33583,（旧：湯原町）,"2,317","1,093","1,224"
33584,（旧：久世町）,"10,233","4,912","5,321"
33585,（旧：美甘村）,"1,048",493,555
33587,（旧：川上村）,"1,770",854,916
33588,（旧：八束村）,"2,390","1,107","1,283"
33589,（旧：中和村）,528,247,281
33215,美作市,"25,939","12,452","13,487"
33621,（旧：勝田町）,"2,526","1,203","1,323"
33641,（旧：大原町）,"3,324","1,614","1,710"
33642,（旧：東粟倉村）,905,440,465
33644,（旧：美作町）,"11,330","5,385","5,945"
33645,（旧：作東町）,"5,322","2,591","2,731"
33646,（旧：英田町）,"2,532","1,219","1,313"
33216,浅口市,"32,772","15,760","17,012"
33442,（旧：金光町）,"11,370","5,503","5,867"
33443,（旧：鴨方町）,"16,710","8,035","8,675"
33444,（旧：寄島町）,"4,692","2,222","2,470"
33346,和気町,"13,623","6,468","7,155"
33345,（旧：佐伯町）,"2,933","1,374","1,559"
3334B,（旧：和気町）,"10,690","5,094","5,596"
33423,早島町,"12,368","5,930","6,438"
33445,里庄町,"10,950","5,206","5,744"
33461,矢掛町,"13,414","6,412","7,002"
33586,新庄村,813,380,433
33606,鏡野町,"12,062","5,810","6,252"
33602,（旧：富村）,509,251,258
33603,（旧：奥津町）,"1,169",558,611
33604,（旧：上齋原村）,496,243,253
3360B,（旧：鏡野町）,"9,888","4,758","5,130"
33622,勝央町,"10,888","5,204","5,684"
33623,奈義町,"5,578","2,788","2,790"
33643,西粟倉村,"1,398",651,747
33663,久米南町,"4,530","2,173","2,357"
33666,美咲町,"13,053","6,230","6,823"
33661,（旧：中央町）,"6,026","2,857","3,169"
33662,（旧：旭町）,"2,112","1,029","1,083"
33665,（旧：柵原町）,"4,915","2,344","2,571"
33681,吉備中央町,"10,886","5,275","5,611"
33305,（旧：加茂川町）,"4,403","2,140","2,263"
33523,（旧：賀陽町）,"6,483","3,135","3,348"
34000,広島県,"2,799,702","1,357,156","1,442,546"
34100,広島市,"1,200,754","579,415","621,339"
3410B,（旧：広島市）,"1,195,501","576,931","618,570"
34101,広島市中区,"142,699","67,660","75,039"
34102,広島市東区,"119,353","56,872","62,481"
34103,広島市南区,"145,805","71,544","74,261"
34104,広島市西区,"190,232","91,127","99,105"
34105,広島市安佐南区,"247,020","120,308","126,712"
34106,広島市安佐北区,"138,979","65,972","73,007"
34107,広島市安芸区,"77,103","38,283","38,820"
34108,広島市佐伯区,"139,563","67,649","71,914"
3410C,（旧：広島市佐伯区）,"134,310","65,165","69,145"
34324,（旧：湯来町）,"5,253","2,484","2,769"
34202,呉市,"214,592","103,816","110,776"
3420B,（旧：呉市）,"176,211","85,546","90,665"
34311,（旧：音戸町）,"10,616","5,026","5,590"
34312,（旧：倉橋町）,"4,676","2,230","2,446"
34313,（旧：下蒲刈町）,"1,288",602,686
34314,（旧：蒲刈町）,"1,423",661,762
34423,（旧：安浦町）,"9,885","4,696","5,189"
34424,（旧：川尻町）,"7,796","3,806","3,990"
34425,（旧：豊浜町）,"1,172",548,624
34426,（旧：豊町）,"1,525",701,824
34203,竹原市,"23,993","11,434","12,559"
34204,三原市,"90,573","43,155","47,418"
3420C,（旧：三原市）,"71,052","33,825","37,227"
34407,（旧：大和町）,"5,123","2,437","2,686"
34421,（旧：本郷町）,"10,451","5,040","5,411"
34442,（旧：久井町）,"3,947","1,853","2,094"
34205,尾道市,"131,170","63,468","67,702"
3420D,（旧：尾道市）,"82,354","39,384","42,970"
34206,（旧：因島市）,"21,714","10,908","10,806"
34430,（旧：瀬戸田町）,"7,587","3,853","3,734"
34441,（旧：御調町）,"6,426","2,992","3,434"
34444,（旧：向島町）,"13,089","6,331","6,758"
34207,福山市,"460,930","224,246","236,684"
3420E,（旧：福山市）,"385,138","187,426","197,712"
34481,（旧：内海町）,"2,248","1,047","1,201"
34482,（旧：沼隈町）,"10,485","5,355","5,130"
34501,（旧：神辺町）,"44,039","21,453","22,586"
34524,（旧：新市町）,"19,020","8,965","10,055"
34208,府中市,"37,655","18,115","19,540"
3420F,（旧：府中市）,"33,410","16,097","17,313"
34561,（旧：上下町）,"4,245","2,018","2,227"
34209,三次市,"50,681","24,220","26,461"
3420G,（旧：三次市）,"35,775","17,183","18,592"
34563,（旧：甲奴町）,"2,224","1,009","1,215"
34581,（旧：君田村）,"1,397",664,733
34582,（旧：布野村）,"1,296",629,667
34583,（旧：作木村）,"1,174",557,617
34584,（旧：吉舎町）,"3,319","1,547","1,772"
34585,（旧：三良坂町）,"2,954","1,424","1,530"
34586,（旧：三和町）,"2,542","1,207","1,335"
34210,庄原市,"33,633","16,014","17,619"
3421B,（旧：庄原市）,"17,773","8,521","9,252"
34562,（旧：総領町）,"1,253",560,693
34601,（旧：西城町）,"3,052","1,446","1,606"
34602,（旧：東城町）,"6,999","3,313","3,686"
34603,（旧：口和町）,"1,815",891,924
34604,（旧：高野町）,"1,535",739,796
34605,（旧：比和町）,"1,206",544,662
34211,大竹市,"26,319","12,820","13,499"
34212,東広島市,"196,608","99,690","96,918"
3421C,（旧：東広島市）,"154,102","78,924","75,178"
34402,（旧：黒瀬町）,"23,255","11,689","11,566"
34405,（旧：福富町）,"2,171","1,003","1,168"
34406,（旧：豊栄町）,"2,811","1,331","1,480"
34408,（旧：河内町）,"5,496","2,596","2,900"
